Ticker,Price,Market Cap,Date
REVV,0.1436,39946770.17,01/10/2021
RDN,0.5932,39620887.93,01/10/2021
QQQ,0.01783,39270985.91,01/10/2021
CET,0.05454,38647708.12,01/10/2021
VSYS,0.01617,38532818.49,01/10/2021
AST,0.2553,38297158.13,01/10/2021
PMON,11.17,37947353.33,01/10/2021
KEY,0.007895,37736458.36,01/10/2021
IMT,0.00331,37627814.69,01/10/2021
KRT,0.0008623,37436386.92,01/10/2021
EPK,0.8466,37414857.46,01/10/2021
SPI,40.07,37141934.38,01/10/2021
CTXC,0.2015,37116149.62,01/10/2021
HAI,0.08188,36983993.21,01/10/2021
VSP,7.39,36638090.55,01/10/2021
ZASH,0.023,36581849.29,01/10/2021
KYL,0.2355,36438553.40,01/10/2021
LOTTO,0.01805,36093659.88,01/10/2021
STAX,2.64,36084956.59,01/10/2021
MBL,0.008544,35888286.12,01/10/2021
HOGE,0.00008784,35575711.49,01/10/2021
GO,0.03226,35458592.92,01/10/2021
GET,3.11,35372247.40,01/10/2021
SLRS,0.7933,35367992.84,01/10/2021
FLX,286.74,35263748.79,01/10/2021
CGG,0.9952,35204928.22,01/10/2021
NIM,0.00418,35092947.30,01/10/2021
APY,0.7727,35067523.45,01/10/2021
AIOZ,0.2509,35047388.77,01/10/2021
LIGHT,0.5436,34937299.86,01/10/2021
HIBS,0.003787,34863762.00,01/10/2021
MASS,0.3554,34840683.49,01/10/2021
FWT,0.008615,34580067.10,01/10/2021
CUMMIES,0.02608,34430186.72,01/10/2021
PKF,1.07,34404953.57,01/10/2021
FSN,0.4923,34341978.41,01/10/2021
DX,0.0006865,34325928.66,01/10/2021
ASK,0.002615,34290858.08,01/10/2021
AHT,0.01144,34268762.39,01/10/2021
WING,17.20,34222183.63,01/10/2021
QSP,0.04758,33965326.99,01/10/2021
MWC,3.13,33750370.80,01/10/2021
PNG,1.57,33494972.16,01/10/2021
QI,0.1021,33264539.60,01/10/2021
BUX,0.5678,32881041.18,01/10/2021
AE,0.095,32714580.63,01/10/2021
PUSH,2.92,32709392.97,01/10/2021
CELL,1.28,32641633.54,01/10/2021
VTC,0.5215,32345177.37,01/10/2021
ASTA,0.01792,32247363.23,01/10/2021
UFT,1.04,32213945.19,01/10/2021
PHB,0.008698,31990254.89,01/10/2021
VEE,0.009369,31955660.42,01/10/2021
STC,0.006,31938150.29,01/10/2021
CLT,16.35,31882091.58,01/10/2021
PNT,0.9382,31479697.38,01/10/2021
GZONE,0.4922,31445640.95,01/10/2021
vUSDT,0.02108,31329145.50,01/10/2021
SRK,0.003818,31284917.57,01/10/2021
REVO,0.3127,31265348.13,01/10/2021
FO,0.02918,31263737.00,01/10/2021
MHC,0.01103,31081594.71,01/10/2021
DSLA,0.005667,30982413.54,01/10/2021
ARIA20,1.19,30788877.45,01/10/2021
NAFT,0.06128,30638145.86,01/10/2021
BETU,0.2907,30545127.95,01/10/2021
OXEN,0.5478,30374957.99,01/10/2021
BOA,0.09987,30318900.27,01/10/2021
HAPI,70.69,30267523.75,01/10/2021
XNO,0.08117,30213234.23,01/10/2021
GRIN,0.3528,30063554.68,01/10/2021
VEGA,18.14,29828632.39,01/10/2021
SOLVE,0.07295,29715667.97,01/10/2021
GAL,8.42,29522533.18,01/10/2021
ATM,14.11,29444133.04,01/10/2021
CONV,0.02877,29402902.08,01/10/2021
ACM,9.22,28965329.99,01/10/2021
NAV,0.4031,28914918.06,01/10/2021
CND,0.01444,28888514.61,01/10/2021
HPT,0.004593,28844253.04,01/10/2021
FARA,2.53,28768844.34,01/10/2021
USDK,1.00,28655269.50,01/10/2021
SNY,5.08,28583552.53,01/10/2021
FXF,0.3979,28570859.04,01/10/2021
SNTVT,0.007971,28565375.50,01/10/2021
SOCKS,94232.39,28458180.67,01/10/2021
mQQQ,371.01,28445488.57,01/10/2021
HC,0.6267,28245611.12,01/10/2021
KAN,0.003109,27969923.54,01/10/2021
GTO,0.03628,27942114.97,01/10/2021
mMSFT,290.89,27880190.95,01/10/2021
XED,0.43,27679268.60,01/10/2021
RING,0.05515,27496647.29,01/10/2021
PIB,0.001504,27372670.30,01/10/2021
MAP,0.02443,27309902.78,01/10/2021
WXT,0.005655,27144597.14,01/10/2021
WICC,0.1287,27026776.25,01/10/2021
MFG,0.087,26988308.34,01/10/2021
CARD,0.01142,26919966.91,01/10/2021
mTSLA,797.72,26879439.14,01/10/2021
ERC20,0.02367,26718118.10,01/10/2021
ELON,5.455E-8,26559192.80,01/10/2021
mAMZN,3359.33,26488147.67,01/10/2021
VAL,5.98,26377156.46,01/10/2021
DIGG,52338.61,26371125.93,01/10/2021
ASM,0.03874,26344814.26,01/10/2021
WEST,0.627,26311607.52,01/10/2021
BAX,0.0005275,26287368.39,01/10/2021
EOSC,0.02725,26270555.35,01/10/2021
mAAPL,144.68,26249166.99,01/10/2021
NFTB,0.247,26243636.26,01/10/2021
LABS,0.009376,19528283.23,01/10/2021
LGO,0.3579,19320210.09,01/10/2021
TMTG,0.002167,19201353.48,01/10/2021
CLO,0.007449,19181851.51,01/10/2021
COVAL,0.01912,19122270.75,01/10/2021
vSXP,0.04785,18979899.43,01/10/2021
DIP,0.1014,18781863.87,01/10/2021
AMB,0.03226,18770910.98,01/10/2021
DAFI,0.05352,18682580.55,01/10/2021
SALT,0.2283,18332022.96,01/10/2021
TONE,0.03214,18280456.90,01/10/2021
RSTR,0.0004814,18181512.53,01/10/2021
PPAY,0.1471,18114255.11,01/10/2021
ZCN,0.3729,18050081.67,01/10/2021
POLK,0.4191,18041800.36,01/10/2021
INSUR,1.58,17834350.21,01/10/2021
DBC,0.005565,17809319.96,01/10/2021
ZEE,0.2918,17605846.06,01/10/2021
PACOCA,0.2862,17564800.09,01/10/2021
CFi,9.77,17549958.58,01/10/2021
SIGNA,0.008206,17485532.36,01/10/2021
SKILL,19.81,17424610.51,01/10/2021
FOAM,0.05502,17418923.08,01/10/2021
TNC,0.002974,17404160.70,01/10/2021
IDV,0.02057,17332868.21,01/10/2021
AWC,1.63,17311479.37,01/10/2021
FOX,0.3046,17275779.62,01/10/2021
ENQ,0.08759,17231310.16,01/10/2021
KONO,0.5899,17214348.03,01/10/2021
mVIXY,7.80,17203748.43,01/10/2021
TAROT,2.13,17196199.98,01/10/2021
XSN,0.1425,17194670.09,01/10/2021
DEHUB,0.008522,17176931.37,01/10/2021
IGNIS,0.02255,17167216.62,01/10/2021
BZ,0.1657,17069263.24,01/10/2021
TEMCO,0.005719,17008955.89,01/10/2021
FIS,1.51,16956985.90,01/10/2021
VIDY,0.001698,16795100.10,01/10/2021
BTC2,0.9655,16758405.72,01/10/2021
MTH,0.04139,16653575.61,01/10/2021
LAYER,0.7562,16634582.09,01/10/2021
SUTER,0.004307,16604884.23,01/10/2021
LAMB,0.01169,16580891.20,01/10/2021
DHT,0.912,16541785.19,01/10/2021
SIX,0.06026,16498143.98,01/10/2021
ARMOR,0.1305,16436507.02,01/10/2021
vLINK,0.5309,16409191.19,01/10/2021
ATT,0.0364,16392111.05,01/10/2021
TULIP,20.10,16385949.24,01/10/2021
MUSH,0.531,16312282.91,01/10/2021
HERO,1.26,16275255.11,01/10/2021
OBSR,0.007071,16242194.07,01/10/2021
KDAG,0.2991,16229197.56,01/10/2021
NCASH,0.002249,16210208.71,01/10/2021
SCC,0.05055,16208798.00,01/10/2021
JUV,12.29,16167468.65,01/10/2021
YFL,311.12,16023278.04,01/10/2021
DPET,2.33,16008342.24,01/10/2021
ORAI,7.81,15971918.74,01/10/2021
FCT,1.58,15964790.56,01/10/2021
QRL,0.2127,15952460.95,01/10/2021
AOA,0.001598,15936315.84,01/10/2021
PBR,0.4555,15928638.03,01/10/2021
CYCLUB,0.02764,15885886.09,01/10/2021
GMB,0.003168,15839930.52,01/10/2021
BIDR,0.00007017,15839059.18,01/10/2021
GTON,4.35,15800855.72,01/10/2021
FB,7.21,15710958.13,01/10/2021
ASR,7.36,15707013.77,01/10/2021
BIN,0.0193,15677678.55,01/10/2021
BIOT,0.03022,15609476.82,01/10/2021
MPH,41.28,15598247.95,01/10/2021
CIV,0.05171,15512249.62,01/10/2021
NXT,0.01544,15426293.87,01/10/2021
DORA,6.27,15360611.75,01/10/2021
ONE,0.001619,15295161.56,01/10/2021
DDIM,14.64,15195349.02,01/10/2021
AGRS,0.8404,15127150.12,01/10/2021
UPUNK,0.06039,15096659.10,01/10/2021
SAMO,0.00552,15062952.41,01/10/2021
ABT,0.1523,15012085.97,01/10/2021
LEVL,0.1313,14978901.01,01/10/2021
GHX,0.0458,14934749.57,01/10/2021
SWINGBY,0.05771,14835626.21,01/10/2021
USDJ,0.9974,14810763.65,01/10/2021
WOM,0.1424,14696326.47,01/10/2021
XRT,14.05,14617873.57,01/10/2021
BRD,0.1647,14615232.04,01/10/2021
DFYN,0.5507,14593081.83,01/10/2021
NAOS,1.64,14473877.20,01/10/2021
FST,0.4127,14438886.92,01/10/2021
OAX,0.1873,14411098.22,01/10/2021
MAKI,0.2084,14377077.14,01/10/2021
ADK,0.5746,14365974.37,01/10/2021
BIP,0.003114,14360236.81,01/10/2021
PZM,0.004965,14301341.43,01/10/2021
ICHI,3.92,14293903.31,01/10/2021
GVT,3.22,14252341.67,01/10/2021
APPC,0.05825,14250580.96,01/10/2021
ODDZ,0.3918,14234982.58,01/10/2021
HVN,0.02843,14216360.28,01/10/2021
BOR,128.49,14183627.48,01/10/2021
PROB,0.3298,14181414.23,01/10/2021
USDX,3.74,14125758.56,01/10/2021
XMON,9377.92,14019223.66,01/10/2021
TRIAS,8.75,14002545.05,01/10/2021
IFC,0.0001541,13956518.29,01/10/2021
CAS,0.01702,13928332.17,01/10/2021
PICKLE,8.07,13903592.53,01/10/2021
RFUEL,0.048,13848998.33,01/10/2021
vLTC,3.34,13842213.74,01/10/2021
EVX,0.6077,13795908.03,01/10/2021
TEN,0.06851,13702241.66,01/10/2021
MDA,0.695,13641572.15,01/10/2021
MOD,0.9884,13592341.53,01/10/2021
SAN,0.2132,13495410.87,01/10/2021
MRX,0.0008172,13471882.63,01/10/2021
BFT,0.01841,13436614.96,01/10/2021
DOGGY,0.003291,13327296.69,01/10/2021
BANK,127.37,13187774.99,01/10/2021
OLY,0.01122,13142910.49,01/10/2021
AXIS,0.04064,13134900.99,01/10/2021
DOV,0.01824,12999977.78,01/10/2021
ZOON,0.01607,12940348.58,01/10/2021
EZ,5.12,12920126.97,01/10/2021
BHP,0.6402,12917190.01,01/10/2021
KICK,0.008628,12865718.27,01/10/2021
UBQ,0.3012,12833335.44,01/10/2021
DTEP,0.2291,12727244.48,01/10/2021
ETP,0.161,12726779.86,01/10/2021
MAN,0.05917,12680690.43,01/10/2021
IDLE,5.02,12672262.71,01/10/2021
TXL,0.1889,12671062.93,01/10/2021
SKU,0.2367,12545578.72,01/10/2021
LZ,4.97,12535664.02,01/10/2021
DON,0.6634,12394576.56,01/10/2021
AGA,1.14,12312540.97,01/10/2021
CWS,5.69,12285827.76,01/10/2021
BAAS,0.002453,12264231.46,01/10/2021
DINO,0.3463,12245537.51,01/10/2021
UBXT,0.03171,12204699.82,01/10/2021
EUNO,0.001925,12188742.46,01/10/2021
SLICE,0.6078,12156341.34,01/10/2021
DCN,0.00002189,11996077.28,01/10/2021
OIN,0.3818,11994741.37,01/10/2021
EXNT,0.1891,11920069.62,01/10/2021
NIOX,0.1262,11917879.01,01/10/2021
FLETA,0.01067,11889553.49,01/10/2021
SHA,0.003955,11888883.16,01/10/2021
ARA,0.07413,11860402.64,01/10/2021
SHROOM,0.2287,11754025.45,01/10/2021
OLT,0.02585,11745465.91,01/10/2021
GRID,0.2973,11666557.17,01/10/2021
DAPP,0.01642,11659067.11,01/10/2021
UNCX,413.93,11634204.13,01/10/2021
MEME,415.15,11624197.35,01/10/2021
CRPT,0.1414,11573549.25,01/10/2021
UFC,6.39,11505170.56,01/10/2021
SMT,0.3508,11496896.56,01/10/2021
ROOBEE,0.004532,11444704.84,01/10/2021
NRV,0.247,11422854.04,01/10/2021
IF,1.90,11415844.41,01/10/2021
TUP,0.3998,11385601.64,01/10/2021
FIN,0.2749,11370304.27,01/10/2021
TRY,0.006946,11353604.93,01/10/2021
ESD,0.02537,11315496.02,01/10/2021
BF,0.002611,11177379.12,01/10/2021
LBTC,2.89,11150276.98,01/10/2021
ARDX,0.04011,11142158.63,01/10/2021
URQA,0.4005,11094679.89,01/10/2021
RCN,0.0218,11085403.30,01/10/2021
GSWAP,0.9885,11073205.14,01/10/2021
GMEE,0.1959,11045073.97,01/10/2021
BAO,0.0003241,11042012.16,01/10/2021
TRUE,0.1387,11040640.59,01/10/2021
SAITO,0.01033,11004094.73,01/10/2021
GLQ,0.03232,10987322.80,01/10/2021
BASID,0.01349,10974337.52,01/10/2021
CHI,0.226,10848321.11,01/10/2021
WAG,0.683,10847154.97,01/10/2021
SAFE,0.3899,10813448.41,01/10/2021
XEP,0.0006017,10771475.76,01/10/2021
RAE,1.74,10759172.47,01/10/2021
MTA,0.6202,10752749.15,01/10/2021
vDOT,0.6448,10735846.99,01/10/2021
LND,0.01363,10731969.58,01/10/2021
SOC,0.007124,10685545.19,01/10/2021
APM,0.02951,10677429.36,01/10/2021
ARV,0.0002085,10640570.49,01/10/2021
FORM,0.1333,10628302.05,01/10/2021
TAU,0.07448,10592453.84,01/10/2021
HDAO,0.02246,10527388.69,01/10/2021
TKING,0.000018,10507924.88,01/10/2021
BOND,0.02735,10507810.17,01/10/2021
SYLO,0.004302,10460090.77,01/10/2021
ANW,0.03795,10448468.66,01/10/2021
CVT,0.009852,10447381.37,01/10/2021
K21,0.842,10439480.53,01/10/2021
BUNI,0.3716,10423730.55,01/10/2021
FREE,0.000001047,10405997.17,01/10/2021
HELMET,0.2607,10393158.36,01/10/2021
OG,8.13,10363818.84,01/10/2021
PI,0.01198,10355243.03,01/10/2021
HPB,0.1415,10337151.09,01/10/2021
IMPACT,0.0318,10314392.54,01/10/2021
ES,0.01033,10304977.10,01/10/2021
HYVE,0.4014,10294775.84,01/10/2021
PLR,0.03911,10143763.82,01/10/2021
ANCT,0.7902,10139952.29,01/10/2021
BHAO,0.187,10129358.71,01/10/2021
PRS,0.03542,10084649.47,01/10/2021
PROS,2.24,10027056.25,01/10/2021
TNB,0.002458,10014942.96,01/10/2021
TERC,0.03775,10009105.13,01/10/2021
CS,0.04475,9999536.32,01/10/2021
DUCK,0.3191,9994328.45,01/10/2021
LCC,0.01345,9969840.54,01/10/2021
CSP,0.02214,9942156.20,01/10/2021
SFT,0.005256,9912815.83,01/10/2021
PAY,0.04813,9877982.55,01/10/2021
NLG,0.01781,9852504.49,01/10/2021
S4F,0.011,9845155.43,01/10/2021
INSTAR,0.04988,9813226.45,01/10/2021
JULD,0.01754,9805535.61,01/10/2021
MTRG,4.22,9794710.55,01/10/2021
BAN,0.00738,9793903.22,01/10/2021
MBN,0.06874,9725971.83,01/10/2021
IQN,1.77,9706828.84,01/10/2021
OPIUM,2.32,9663189.52,01/10/2021
PLC,1.93,9639764.21,01/10/2021
AMLT,0.03293,9620007.93,01/10/2021
EMC2,0.04333,9619807.89,01/10/2021
DMD,2.64,9602684.01,01/10/2021
ZIG,0.03981,9570158.16,01/10/2021
TOP,0.001735,9562604.17,01/10/2021
TRTL,0.00008537,9554119.56,01/10/2021
BLOCK,1.17,9467917.47,01/10/2021
YUMMY,0.00001275,9453423.67,01/10/2021
AOG,0.1277,9422500.56,01/10/2021
ZAP,0.0397,9375047.07,01/10/2021
JADE,0.1746,9365765.41,01/10/2021
CBK,3.31,9303887.18,01/10/2021
MOBI,0.0172,9301006.77,01/10/2021
GOM2,0.009571,9254160.38,01/10/2021
KRL,0.2742,9253435.71,01/10/2021
OUSD,1.03,9250747.07,01/10/2021
INT,0.02056,9244239.93,01/10/2021
MOON,0.3143,9191532.22,01/10/2021
FINE,0.223,9156799.39,01/10/2021
SWRV,0.5911,9070661.07,01/10/2021
BUY,0.04634,8984810.20,01/10/2021
MPL,13.87,8957611.08,01/10/2021
SATT,0.002759,8952104.38,01/10/2021
MYST,0.4449,8913192.48,01/10/2021
KTN,5.25,8894323.04,01/10/2021
NOKU,0.284,8879870.16,01/10/2021
YOYOW,0.01758,8859045.22,01/10/2021
PRCY,1.04,8855043.38,01/10/2021
IPX,0.03316,8849692.83,01/10/2021
SPC,0.02868,8840918.45,01/10/2021
RAZOR,0.06845,8815200.69,01/10/2021
NVT,0.03136,8687089.21,01/10/2021
LNC,0.07703,8686733.91,01/10/2021
DLT,0.08416,8686124.97,01/10/2021
CTCN,0.2018,8668027.58,01/10/2021
BBANK,0.1276,8657473.65,01/10/2021
BLIZZ,16.02,8648763.83,01/10/2021
POA,0.02936,8580686.01,01/10/2021
PNY,0.2831,8553691.37,01/10/2021
MUSE,16.73,8506083.61,01/10/2021
UDOO,0.01835,8503599.39,01/10/2021
SCC,0.994,8490314.18,01/10/2021
OPCT,0.1049,8440912.26,01/10/2021
BHD,1.38,8414594.50,01/10/2021
WIKEN,0.009844,8397307.83,01/10/2021
GHOST,0.4869,8388188.10,01/10/2021
BIFI,0.07805,8386380.51,01/10/2021
TFBX,0.00354,8346662.16,01/10/2021
HORD,0.1331,8343160.55,01/10/2021
TKN,0.2508,8329946.04,01/10/2021
QRK,0.03024,8318361.52,01/10/2021
SAKE,0.08194,8298526.84,01/10/2021
RINGX,0.02862,8258979.85,01/10/2021
VIB,0.04189,8245925.57,01/10/2021
ZT,0.0313,8231403.73,01/10/2021
RIO,1.25,8228630.32,01/10/2021
XFT,2.21,8199894.67,01/10/2021
NCT,0.005283,8170223.46,01/10/2021
DERI,0.1709,8143193.59,01/10/2021
TRV,0.01595,8115694.12,01/10/2021
BLANK,0.4182,8110535.26,01/10/2021
LYM,0.009795,8097227.05,01/10/2021
HOT,0.01151,8078439.94,01/10/2021
COV,0.4484,8071108.84,01/10/2021
TRA,3.42,8064491.82,01/10/2021
ACT,0.008063,8063480.83,01/10/2021
BRZE,0.04478,8060352.17,01/10/2021
HTDF,0.08621,8012299.42,01/10/2021
HOD,0.03933,7976205.35,01/10/2021
ARGON,0.08661,7907380.37,01/10/2021
NEW,0.0003814,7845913.11,01/10/2021
VNLA,11.83,7799791.61,01/10/2021
CWV,0.002191,7759580.61,01/10/2021
XCASH,0.0001237,7742839.47,01/10/2021
LUA,0.06752,7670867.46,01/10/2021
EGG,0.004401,7662013.74,01/10/2021
EGT,0.001793,7562525.88,01/10/2021
ABYSS,0.03303,7551783.71,01/10/2021
MAHA,3.04,7489736.51,01/10/2021
DAC,0.0008753,7421177.90,01/10/2021
TOWER,0.03115,7402827.05,01/10/2021
EQZ,0.2994,7381217.22,01/10/2021
SMART,0.00521,7365863.23,01/10/2021
ALY,0.0032,7359596.26,01/10/2021
PLAY,0.02952,7338942.56,01/10/2021
EXM,0.06815,7317511.30,01/10/2021
HZN,0.1805,7221811.71,01/10/2021
DEXA,0.0002879,7198046.69,01/10/2021
GEEQ,0.7014,7187890.25,01/10/2021
VALOR,0.3587,7186116.61,01/10/2021
CYC,396.25,7131623.99,01/10/2021
ACE,0.07235,7124145.20,01/10/2021
IDRT,0.00007017,7106194.87,01/10/2021
LITH,0.001289,7089180.80,01/10/2021
BCDT,0.1849,7066204.68,01/10/2021
CHP,0.02572,7065159.20,01/10/2021
FKX,0.0473,7050930.60,01/10/2021
$ANRX,0.07172,7033825.37,01/10/2021
CLBK,0.01152,7024015.10,01/10/2021
PCL,0.003355,7011869.51,01/10/2021
REAP,0.09885,6968574.11,01/10/2021
QUN,0.009514,6943449.36,01/10/2021
RAZE,0.1197,6923825.80,01/10/2021
QLC,0.02881,6914052.85,01/10/2021
STARSHIP,0.3652,6904809.22,01/10/2021
SENSO,0.5626,6887582.80,01/10/2021
BIRD,78.88,6880129.15,01/10/2021
KALA,0.4586,6878897.37,01/10/2021
UMX,1.00,6831634.47,01/10/2021
VPP,0.47,6816710.75,01/10/2021
UDO,0.1531,6815187.62,01/10/2021
WGR,0.03137,6799980.67,01/10/2021
APIX,0.05498,6766499.46,01/10/2021
ISP,0.003652,6759444.59,01/10/2021
CPAY,0.0987,6750332.10,01/10/2021
AEON,0.4242,6715239.64,01/10/2021
BONDLY,0.06408,6662762.11,01/10/2021
BYN,0.7616,6655973.87,01/10/2021
CON,0.002285,6619490.85,01/10/2021
RAINBOW,7.677E-9,6605440.99,01/10/2021
APN,0.07024,6567128.27,01/10/2021
KEX,0.5185,6498099.47,01/10/2021
YAM,0.5165,6480982.46,01/10/2021
MDS,0.004942,6474035.84,01/10/2021
BTCP,1.35,6471754.24,01/10/2021
IDNA,0.1258,6447178.44,01/10/2021
SPIKE,0.01455,6446278.36,01/10/2021
BLY,0.02549,6431708.64,01/10/2021
XPX,0.001038,6329778.44,01/10/2021
DOUGH,0.4191,6319244.50,01/10/2021
UIP,0.004105,6296933.56,01/10/2021
BRG,0.0007845,6277868.88,01/10/2021
BONE,0.8986,6267744.18,01/10/2021
KALM,2.03,6230968.24,01/10/2021
SPORE,1.59E-10,6227552.03,01/10/2021
RNO,0.0244,6211717.60,01/10/2021
CRD,0.006183,6182654.19,01/10/2021
VIDYA,0.1585,6181089.83,01/10/2021
FAB,0.1247,6161590.70,01/10/2021
DNA,0.0003045,6134348.21,01/10/2021
COLX,0.0004814,6129542.73,01/10/2021
EM,0.004209,6122014.82,01/10/2021
VSO,0.1333,6107140.76,01/10/2021
MINT,0.3495,6094687.39,01/10/2021
AVT,1.01,6086880.85,01/10/2021
BREW,0.8166,6060650.84,01/10/2021
STACK,0.0244,6057375.71,01/10/2021
CVR,0.1298,6037300.37,01/10/2021
HGET,3.44,6029856.44,01/10/2021
SWFTC,0.001505,6027218.77,01/10/2021
TRIX,0.00223,6013189.13,01/10/2021
CMT,0.007465,5972031.47,01/10/2021
CEEK,0.008113,5943025.11,01/10/2021
SMG,0.1695,5932157.63,01/10/2021
AUC,0.1089,5902865.97,01/10/2021
NOW,0.07016,5869985.90,01/10/2021
OCTO,7.32,5839010.47,01/10/2021
ZYN,0.2636,5835293.26,01/10/2021
GRO,13.40,5819215.41,01/10/2021
DYP,0.4224,5817264.78,01/10/2021
MARSH,0.8194,5814831.86,01/10/2021
ZORA,1062.46,5804192.95,01/10/2021
STND,0.4304,5778748.58,01/10/2021
HORUS,0.006619,5777576.52,01/10/2021
BWF,0.005777,5776975.96,01/10/2021
WEBD,0.0004202,5735366.78,01/10/2021
PMA,0.0001844,5716049.46,01/10/2021
WHITE,639.47,5683577.98,01/10/2021
vDAI,0.02061,5658152.05,01/10/2021
SPO,0.02258,5645060.78,01/10/2021
IGG,0.0006328,5604520.03,01/10/2021
ATN,0.06644,5600656.49,01/10/2021
CCX,0.4792,5561486.44,01/10/2021
ABL,0.02204,5561402.37,01/10/2021
OGO,0.0126,5550238.62,01/10/2021
HAKKA,0.01769,5546956.59,01/10/2021
CORA,3.67,5504152.52,01/10/2021
LET,0.006389,5494192.18,01/10/2021
SHIBX,0.000558,5462089.55,01/10/2021
BSCS,0.1479,5459755.52,01/10/2021
YFIII,698.27,5447529.99,01/10/2021
TRAVA,0.02071,5421333.90,01/10/2021
AAB,0.7186,5389849.33,01/10/2021
XEND,0.2718,5388638.26,01/10/2021
HTML,0.0001013,5376789.22,01/10/2021
WORLD,0.05392,5366065.82,01/10/2021
LANC,0.01974,5346071.74,01/10/2021
SNOW,15.92,5337636.01,01/10/2021
CBC,0.0342,5331014.98,01/10/2021
OCN,0.0006662,5329830.60,01/10/2021
QCX,0.01064,5307262.52,01/10/2021
JOB,0.0006937,5285763.16,01/10/2021
RTH,1.45,5278676.11,01/10/2021
BOLT,0.005308,5261698.63,01/10/2021
FEAR,0.8043,5253558.25,01/10/2021
XMC,0.2738,5250602.19,01/10/2021
BTCZ,0.0005475,5202628.59,01/10/2021
RONINGMZ,0.0006331,5191604.19,01/10/2021
BTC,61004.41,1150606762880.21,01/11/2021
ETH,4324.63,511040780622.94,01/11/2021
BNB,551.26,91950123402.51,01/11/2021
USDT,1.00,70265729006.64,01/11/2021
ADA,1.95,64877257646.36,01/11/2021
SOL,203.55,61255124966.59,01/11/2021
XRP,1.09,51381421184.10,01/11/2021
DOT,49.98,49361441373.14,01/11/2021
SHIB,0.00007167,39352018192.19,01/11/2021
HEX,0.2217,38447212148.57,01/11/2021
DOGE,0.2717,35852731431.07,01/11/2021
USDC,0.9999,33269412394.13,01/11/2021
LUNA,44.06,17636177669.16,01/11/2021
UNI,25.63,16085757276.59,01/11/2021
LINK,31.57,14599223761.24,01/11/2021
AVAX,65.07,14334601728.03,01/11/2021
WBTC,61054.31,14058452581.09,01/11/2021
BUSD,0.9997,13701366460.46,01/11/2021
LTC,197.55,13607653391.08,01/11/2021
MATIC,1.90,12915427640.85,01/11/2021
ALGO,1.83,11377624521.20,01/11/2021
BCH,587.67,11100353663.68,01/11/2021
XLM,0.3666,8867343637.90,01/11/2021
VET,0.1369,8807035965.86,01/11/2021
ATOM,37.36,8363264620.59,01/11/2021
AXS,137.07,8348339842.84,01/11/2021
ICP,46.93,8188118397.69,01/11/2021
FIL,63.93,7616141923.92,01/11/2021
THETA,7.33,7331012993.71,01/11/2021
TRX,0.1005,7205259480.01,01/11/2021
FTT,59.13,7105001462.56,01/11/2021
ETC,53.80,7025947954.76,01/11/2021
FTM,2.70,6881893063.97,01/11/2021
DAI,1.00,6481029084.73,01/11/2021
BTCB,61037.91,6414973751.68,01/11/2021
STETH,4297.76,6178183161.68,01/11/2021
HBAR,0.4003,6012225674.06,01/11/2021
MANA,3.05,5538261527.39,01/11/2021
NEAR,10.18,5398996633.81,01/11/2021
XTZ,6.24,5398498788.68,01/11/2021
CRO,0.2127,5373591002.96,01/11/2021
EGLD,269.59,5303913062.06,01/11/2021
XMR,271.11,4883825386.38,01/11/2021
GRT,0.9926,4680859205.75,01/11/2021
EOS,4.63,4457629686.03,01/11/2021
CAKE,18.45,4385169684.19,01/11/2021
FLOW,14.01,4315722032.93,01/11/2021
AAVE,324.04,4287258280.39,01/11/2021
KLAY,1.63,4100136384.17,01/11/2021
RUNE,15.87,4082397362.59,01/11/2021
MIOTA,1.41,3922834973.84,01/11/2021
KSM,409.76,3470683789.32,01/11/2021
XEC,0.0001784,3368820376.18,01/11/2021
QNT,274.66,3315953227.72,01/11/2021
NEO,45.20,3188098001.86,01/11/2021
WBNB,549.24,3188095806.88,01/11/2021
LEO,3.32,3163139444.97,01/11/2021
ONE,0.2898,3123668697.69,01/11/2021
BSV,164.61,3108697927.35,01/11/2021
SAFEMOON,0.000005124,3000357150.71,01/11/2021
HNT,28.26,2860060150.95,01/11/2021
WAVES,26.49,2823459248.84,01/11/2021
UST,1.00,2807102342.83,01/11/2021
CHZ,0.4524,2687481452.41,01/11/2021
BTT,0.003989,2632358127.75,01/11/2021
BCHA,138.43,2571034300.99,01/11/2021
STX,1.95,2501389515.72,01/11/2021
HBTC,61187.26,2440397534.23,01/11/2021
MKR,2450.01,2428765274.21,01/11/2021
HOT,0.01309,2263209600.06,01/11/2021
ZEC,169.27,2199519470.85,01/11/2021
ENJ,2.63,2193010184.03,01/11/2021
COMP,363.18,2185931815.64,01/11/2021
CELO,6.29,2184341722.53,01/11/2021
XYM,0.3878,2162846640.41,01/11/2021
AMP,0.04924,2079295953.65,01/11/2021
OMG,14.70,2061085691.62,01/11/2021
DASH,189.62,1974081433.52,01/11/2021
SAND,2.11,1883137177.44,01/11/2021
CRV,4.48,1854415487.66,01/11/2021
TFUEL,0.3495,1852509594.10,01/11/2021
AR,53.17,1775680858.90,01/11/2021
XEM,0.1942,1748110759.20,01/11/2021
HT,10.42,1686089005.45,01/11/2021
QTUM,16.86,1666352311.65,01/11/2021
SUSHI,12.76,1623578729.99,01/11/2021
NEXO,2.88,1610166066.14,01/11/2021
