Ticker,Price,Market Cap,Date,Stablecoin
AMP,0.0812,15005581.68,01/07/2016,False
WAVES,0.1449,14488758.15,01/07/2016,False
STEEM,0.2054,14441263.19,01/07/2016,False
FCT,1.48,12971879.2,01/07/2016,False
EMC,0.3409,12965611.47,01/07/2016,False
BTS,0.004818,12355929.38,01/07/2016,False
SC,0.0007715,12149840.7,01/07/2016,False
XLM,0.002035,11161363.65,01/07/2016,False
BLU,0.01755,10037766.11,01/07/2016,False
PPC,0.4202,9782990.08,01/07/2016,False
BCN,4.056e-05,7328938.32,01/07/2016,False
XCP,2.6,6826849.39,01/07/2016,False
NMC,0.3995,5856068.25,01/07/2016,False
YBC,1.94,5835616.38,01/07/2016,False
SJCX,0.1173,5809265.68,01/07/2016,False
NAUT,0.41,5259832.21,01/07/2016,False
AGRS,0.1115,4684146.66,01/07/2016,False
TIPS,9.613e-06,4110742.75,01/07/2016,False
DCR,1.97,4013683.67,01/07/2016,False
SYS,0.008449,3622701.52,01/07/2016,False
GAME,0.06425,3593058.83,01/07/2016,False
VASH,0.008556,3425463.44,01/07/2016,False
XAUR,452.2,3385399.6,01/07/2016,False
HTC,0.0002914,3204061.86,01/07/2016,False
SLR,0.08951,3074109.57,01/07/2016,False
JACK,6.763e-06,2819933.76,01/07/2016,False
FTC,0.02148,2725371.97,01/07/2016,False
SCOT,0.002718,2717711.96,01/07/2016,False
RBY,0.1149,2666473.02,01/07/2016,False
BTCD,2.09,2664139.91,01/07/2016,False
BCY,0.06204,2617399.78,01/07/2016,False
BLK,0.03279,2476100.07,01/07/2016,False
DGB,0.0003443,2321218.78,01/07/2016,False
GRC,0.005763,2177161.84,01/07/2016,False
MINT,9.393e-05,2167662.1,01/07/2016,False
KLC,0.0004664,2096686.81,01/07/2016,False
RBT,0.01815,2073463.14,01/07/2016,False
RVR,0.06541,2060287.66,01/07/2016,False
EAC,0.0002063,1928539.96,01/07/2016,False
MONA,0.05166,1821393.43,01/07/2016,False
VRC,0.06291,1741162.91,01/07/2016,False
SDC,0.2614,1712411.5,01/07/2016,False
XVC,0.1077,1566734.29,01/07/2016,False
UNITY,1.85,1509233.56,01/07/2016,False
XPM,0.09476,1434285.98,01/07/2016,False
AUR,0.1706,1410504.12,01/07/2016,False
ION,0.2363,1402426.59,01/07/2016,False
QRK,0.005409,1352912.09,01/07/2016,False
OMNI,2.4,1329755.18,01/07/2016,False
CLAM,0.6981,1252594.06,01/07/2016,False
RDD,4.338e-05,1220600.01,01/07/2016,False
IOC,0.06771,1101215.51,01/07/2016,False
EXP,0.5213,1077135.73,01/07/2016,False
NVC,0.7521,1068417.9,01/07/2016,False
IXC,0.0473,993340.01,01/07/2016,False
RADS,0.341,962048.6,01/07/2016,False
YOC,0.04893,948699.72,01/07/2016,False
WDC,0.008859,928827.18,01/07/2016,False
VTC,0.03877,894637.74,01/07/2016,False
NLG,0.002722,849063.42,01/07/2016,False
JINN,14.42,846632.86,01/07/2016,False
BOST,0.06762,801649.96,01/07/2016,False
RISE,0.007845,787073.3,01/07/2016,False
START,0.01714,772690.49,01/07/2016,False
NSR,0.0008233,761073.0,01/07/2016,False
HMP,0.0005404,732056.28,01/07/2016,False
XDN,0.000106,727268.58,01/07/2016,False
BILS,0.0007213,721263.7,01/07/2016,False
TRUMP,0.11,714895.41,01/07/2016,False
OBITS,0.1042,707558.87,01/07/2016,False
AMBER,0.01603,696664.79,01/07/2016,False
XSI,0.07513,695056.14,01/07/2016,False
IFC,7.358e-06,666610.19,01/07/2016,False
NXS,0.0169,661775.08,01/07/2016,False
MEC,0.02015,660940.78,01/07/2016,False
DMD,0.3857,643998.16,01/07/2016,False
WBB,0.3799,639207.71,01/07/2016,False
COVAL,0.001589,635406.14,01/07/2016,False
ZCC,0.00997,614718.72,01/07/2016,False
QORA,6.084e-05,608373.56,01/07/2016,False
AC,0.001251,599990.71,01/07/2016,False
NOTE,0.005402,599081.55,01/07/2016,False
UNC,0.06912,579829.88,01/07/2016,False
VOOT,0.008247,571341.0,01/07/2016,False
FAIR,0.01044,548060.89,01/07/2016,False
NAV,0.009002,536486.9,01/07/2016,False
GCR,0.005151,520783.01,01/07/2016,False
DEX,0.5146,514576.67,01/07/2016,False
VTA,4.364e-05,513658.9,01/07/2016,False
DGC,0.01498,510073.1,01/07/2016,False
ZET,0.003058,502890.96,01/07/2016,False
CURE,0.01877,496054.74,01/07/2016,False
XVG,4.031e-05,483031.21,01/07/2016,False
UNO,2.44,480704.84,01/07/2016,False
ANC,0.2247,474175.06,01/07/2016,False
APC,0.02104,468828.46,01/07/2016,False
SWARM,0.004684,468187.43,01/07/2016,False
EL,0.05079,464063.3,01/07/2016,False
SKYNET,0.5085,454689.91,01/07/2016,False
BURST,0.0003044,453802.43,01/07/2016,False
XCR,0.004513,451284.55,01/07/2016,False
I0C,0.02136,447186.5,01/07/2016,False
DIEM,2.027e-05,440686.89,01/07/2016,False
SFT,0.0002028,435486.5,01/07/2016,False
FC2,0.004123,413184.0,01/07/2016,False
BAY,0.0004056,407548.55,01/07/2016,False
CLOAK,0.07799,373012.03,01/07/2016,False
LQD,1.09,372451.59,01/07/2016,False
JLH,0.03559,355932.49,01/07/2016,False
ZEIT,1.022e-05,354468.72,01/07/2016,False
DBIC,0.05883,346778.39,01/07/2016,False
BITS,0.08532,345491.2,01/07/2016,False
FLO,0.002734,339536.25,01/07/2016,False
RIC,0.01371,337743.12,01/07/2016,False
XCN,0.001614,331321.25,01/07/2016,False
BLOCK,0.0801,313241.86,01/07/2016,False
TAG,0.06311,295095.18,01/07/2016,False
GEMZ,0.003322,292824.63,01/07/2016,False
NEU,0.0007841,290910.59,01/07/2016,False
SRC,0.04944,290573.16,01/07/2016,False
NXTV,0.2847,284745.99,01/07/2016,False
USNBT,0.3707,280634.48,01/07/2016,False
PTS,0.0002704,270385.42,01/07/2016,False
CNMT,0.09974,260969.48,01/07/2016,False
XMY,0.0001893,253454.54,01/07/2016,False
NET,0.0003986,246108.86,01/07/2016,False
GAM,0.1487,239906.9,01/07/2016,False
GLC,0.006106,228017.17,01/07/2016,False
SHIFT,0.02885,221026.21,01/07/2016,False
UBQ,0.06077,217852.92,01/07/2016,False
XC,0.03793,215617.1,01/07/2016,False
ERC,0.002312,214722.89,01/07/2016,False
VIA,0.009983,212903.02,01/07/2016,False
SILK,0.00484,211770.83,01/07/2016,False
CSC,0.00546,209664.09,01/07/2016,False
SIB,0.01933,207579.66,01/07/2016,False
PIGGY,0.0004259,204460.83,01/07/2016,False
TIX,3.035e-06,202990.8,01/07/2016,False
MAX,0.00485,201061.8,01/07/2016,False
MOON,9.239e-07,198053.05,01/07/2016,False
NRS,0.07976,197613.16,01/07/2016,False
POT,0.0009146,195194.74,01/07/2016,False
MED,0.004732,191313.54,01/07/2016,False
ADC,0.0002472,190723.24,01/07/2016,False
PND,5.835e-06,189736.28,01/07/2016,False
DONU,0.02141,182063.23,01/07/2016,False
CREVA,0.006668,181065.09,01/07/2016,False
SMLY,6.951e-06,175926.65,01/07/2016,False
DRACO,0.01949,173256.79,01/07/2016,False
BBR,0.02263,169736.78,01/07/2016,False
MNM,0.01767,165091.55,01/07/2016,False
PAK,0.006547,162493.72,01/07/2016,False
LXC,0.01601,156759.68,01/07/2016,False
CPC,0.2542,154364.98,01/07/2016,False
SPR,0.0297,149879.2,01/07/2016,False
HZ,0.0001487,148308.45,01/07/2016,False
OK,0.002264,148113.58,01/07/2016,False
CANN,0.001914,147815.17,01/07/2016,False
CRB,0.0119,147521.4,01/07/2016,False
SLS,0.1468,146960.46,01/07/2016,False
ABY,0.0002163,146403.22,01/07/2016,False
BITCNY,0.1547,141199.86,01/07/2016,False
HYP,0.0003651,140864.06,01/07/2016,False
CV2,6.646e-06,139377.62,01/07/2016,False
MMNXT,0.0139,139045.8,01/07/2016,False
XST,0.005633,135304.32,01/07/2016,False
GEO,0.05307,130293.71,01/07/2016,False
XPB,0.005989,129026.27,01/07/2016,False
GRS,0.00199,127820.64,01/07/2016,False
KOBO,0.005245,127412.75,01/07/2016,False
AEON,0.01081,127300.89,01/07/2016,False
ORB,0.04743,125250.89,01/07/2016,False
MRC,6.742e-06,123968.14,01/07/2016,False
NOBL,5.408e-05,122878.2,01/07/2016,False
MAZA,0.0001217,120992.25,01/07/2016,False
UTC,0.003698,119264.68,01/07/2016,False
CBX,0.1218,119005.61,01/07/2016,False
PIVX,0.003057,118696.9,01/07/2016,False
XHI,0.01214,114953.9,01/07/2016,False
BITUSD,1.05,113292.28,01/07/2016,False
XTC,0.001123,112306.7,01/07/2016,False
CARBON,6.76e-06,104031.68,01/07/2016,False
ENRG,0.0008652,103860.36,01/07/2016,False
LEAF,6.76e-06,103577.82,01/07/2016,False
BTSR,0.04577,102373.77,01/07/2016,False
PANGEA,0.1021,102035.65,01/07/2016,False
BLITZ,0.02527,100717.74,01/07/2016,False
EFL,0.006848,100238.19,01/07/2016,False
GRE,4.732e-05,100140.47,01/07/2016,False
PINK,0.0002728,99477.89,01/07/2016,False
BTM,0.07218,94780.26,01/07/2016,False
XPY,0.008193,94642.63,01/07/2016,False
J,0.03746,91705.28,01/07/2016,False
LTBC,0.000196,91184.22,01/07/2016,False
SYNC,75.92,89350.63,01/07/2016,False
BITS,0.00469,88277.81,01/07/2016,False
FLDC,0.0002437,86012.53,01/07/2016,False
CORE,0.1017,85175.67,01/07/2016,False
LDOGE,6.028e-06,82565.83,01/07/2016,False
FUND,0.08136,81356.0,01/07/2016,False
C2,0.0008114,81120.66,01/07/2016,False
MARYJ,0.001561,81021.32,01/07/2016,False
MMBTCD,0.1993,79728.88,01/07/2016,False
TRUST,0.002467,79166.25,01/07/2016,False
2GIVE,0.0001555,77966.85,01/07/2016,False
EMC2,0.0003858,77189.22,01/07/2016,False
SXC,0.0006647,76851.13,01/07/2016,False
DARK,0.005671,74075.39,01/07/2016,False
HYPER,0.01164,73313.41,01/07/2016,False
STS,0.0001289,72824.12,01/07/2016,False
CYT,0.9465,72502.02,01/07/2016,False
BSD,0.006414,72418.64,01/07/2016,False
QBK,0.1347,70466.97,01/07/2016,False
ADN,0.004772,69863.71,01/07/2016,False
FLT,0.0002312,69446.61,01/07/2016,False
RBIES,0.006616,66728.21,01/07/2016,False
BYC,0.05873,66456.05,01/07/2016,False
XWC,0.0002163,66316.75,01/07/2016,False
HUC,0.004941,63749.99,01/07/2016,False
NXTTY,6.165e-05,61651.06,01/07/2016,False
ADCN,0.3483,59985.34,01/07/2016,False
FLY,0.2813,59299.87,01/07/2016,False
LOG,0.0073,58660.21,01/07/2016,False
BIGUP,1.352e-05,57244.0,01/07/2016,False
BITB,4.008e-05,57105.74,01/07/2016,False
SPOTS,4.35,56540.26,01/07/2016,False
HODL,0.006784,56193.03,01/07/2016,False
DVC,5.195e-06,55939.35,01/07/2016,False
SPRTS,1.352e-05,55924.57,01/07/2016,False
BLRY,0.006229,55568.58,01/07/2016,False
ADZ,0.01818,54918.59,01/07/2016,False
TES,0.0007841,53372.69,01/07/2016,False
SNRG,0.03039,51885.45,01/07/2016,False
XMG,0.01001,51877.39,01/07/2016,False
MXT,0.01905,51609.42,01/07/2016,False
MRKT,0.07119,51254.28,01/07/2016,False
MMC,0.005056,50931.38,01/07/2016,False
YAC,0.0004867,49460.83,01/07/2016,False
CRYPT,0.008112,48920.25,01/07/2016,False
BGCAFFE,0.4451,48644.58,01/07/2016,False
BQC,0.0009466,48056.48,01/07/2016,False
FIBRE,0.07489,47898.2,01/07/2016,False
THC,0.0002366,47164.0,01/07/2016,False
UFO,2.028e-05,46928.49,01/07/2016,False
LOT,3.233e-06,46853.77,01/07/2016,False
RED,0.0006311,46764.18,01/07/2016,False
SPHR,0.01457,44930.1,01/07/2016,False
SUPER,0.001102,42963.27,01/07/2016,False
DIME,8.619e-08,42325.44,01/07/2016,False
TRK,0.0005881,41312.69,01/07/2016,False
QTL,0.008034,40668.02,01/07/2016,False
TVE,0.08176,39975.32,01/07/2016,False
MI,9.438e-05,38160.98,01/07/2016,False
TX,0.00687,37838.54,01/07/2016,False
DOPE,0.0002636,37212.71,01/07/2016,False
CNO,0.0003718,37176.23,01/07/2016,False
TRC,0.002336,35724.95,01/07/2016,False
YACC,4.732e-05,35105.92,01/07/2016,False
XBC,0.4096,35065.34,01/07/2016,False
BCR,0.001088,34488.59,01/07/2016,False
SCRT,0.008161,34351.94,01/07/2016,False
FRN,0.02094,34061.53,01/07/2016,False
NODE,3.38e-05,33798.2,01/07/2016,False
BITBTC,709.29,33360.62,01/07/2016,False
FUNK,8.086e-07,32886.77,01/07/2016,False
DEM,0.00154,32839.17,01/07/2016,False
GB,0.005139,32834.91,01/07/2016,False
GAP,0.004509,32710.38,01/07/2016,False
1337,8.774e-06,32299.15,01/07/2016,False
PKB,0.006749,31913.71,01/07/2016,False
NKA,6.76e-06,31556.54,01/07/2016,False
INFX,0.01857,31074.47,01/07/2016,False
TEK,0.0001149,30771.18,01/07/2016,False
STV,0.004319,30538.43,01/07/2016,False
KR,0.01064,30145.84,01/07/2016,False
POST,0.001978,30101.79,01/07/2016,False
METAL,0.0003853,29640.69,01/07/2016,False
URO,0.02509,29208.27,01/07/2016,False
CUBE,0.0001182,28979.44,01/07/2016,False
TROLL,5.41e-05,28501.18,01/07/2016,False
CCN,0.005888,27554.65,01/07/2016,False
DSH,0.00223,26892.02,01/07/2016,False
CDN,0.0002824,26701.72,01/07/2016,False
BTA,0.00576,26547.76,01/07/2016,False
ZRC,0.002041,26075.7,01/07/2016,False
TECH,0.1365,26013.36,01/07/2016,False
CKC,0.001284,26008.33,01/07/2016,False
DTC,0.001854,25950.18,01/07/2016,False
ARG,0.004597,25804.95,01/07/2016,False
KORE,0.01362,24938.76,01/07/2016,False
MOIN,0.003821,24434.03,01/07/2016,False
GLC,0.0003668,23906.21,01/07/2016,False
ARI,0.0001681,23581.24,01/07/2016,False
MUE,0.0002503,23531.18,01/07/2016,False
OC,0.0003853,23516.39,01/07/2016,False
FCN,0.005408,23447.78,01/07/2016,False
SLG,0.005873,22793.12,01/07/2016,False
TIT,0.0004784,22648.97,01/07/2016,False
BELA,0.0009463,21733.53,01/07/2016,False
VIRAL,0.003921,21103.75,01/07/2016,False
ARCH,0.001271,21008.71,01/07/2016,False
GBT,0.001014,20582.44,01/07/2016,False
EGC,0.001573,20506.83,01/07/2016,False
GAIA,0.0008247,19875.83,01/07/2016,False
HBN,0.0007706,19836.45,01/07/2016,False
SPEX,6.76e-06,19377.24,01/07/2016,False
PTC,0.0001622,18683.32,01/07/2016,False
MEME,0.001555,18569.07,01/07/2016,False
MOJO,0.0001758,18471.29,01/07/2016,False
SOIL,0.005178,17508.04,01/07/2016,False
SMC,0.0008048,17259.61,01/07/2016,False
PRIME,0.004728,16955.36,01/07/2016,False
020,1.121e-07,16920.03,01/07/2016,False
VIP,1.339e-05,16867.47,01/07/2016,False
HNC,0.002781,16130.34,01/07/2016,False
CAP,0.0002569,16104.68,01/07/2016,False
PLNC,0.0009396,16057.22,01/07/2016,False
MCN,0.0008585,15835.64,01/07/2016,False
STEPS,0.00085,15805.2,01/07/2016,False
BUCKS,0.1482,15624.51,01/07/2016,False
NYAN,5.408e-05,15035.2,01/07/2016,False
8BIT,0.02095,14913.15,01/07/2016,False
BLC,0.001359,14862.53,01/07/2016,False
CGA,0.07002,14793.16,01/07/2016,False
HAL,0.004056,14134.46,01/07/2016,False
QCN,0.00338,14105.33,01/07/2016,False
BITSILVER,21.44,14084.25,01/07/2016,False
BTX,0.0001758,13649.22,01/07/2016,False
CRW,0.001518,13623.78,01/07/2016,False
MAD,6.76e-06,13523.9,01/07/2016,False
WMC,0.001343,13358.68,01/07/2016,False
SLING,0.01205,12945.46,01/07/2016,False
611,0.03461,12930.92,01/07/2016,False
XRA,0.0001424,12872.76,01/07/2016,False
BIOS,0.0006282,12721.05,01/07/2016,False
CORG,1.352e-05,12604.86,01/07/2016,False
BTB,0.4874,12547.06,01/07/2016,False
FRK,0.01961,12490.4,01/07/2016,False
HTML5,3.021e-07,12281.1,01/07/2016,False
BITGOLD,1445.28,11865.01,01/07/2016,False
CAB,0.001127,11831.21,01/07/2016,False
TRI,0.1689,11638.25,01/07/2016,False
XQN,0.0005127,11513.74,01/07/2016,False
CAGE,1.136e-07,11496.87,01/07/2016,False
AM,0.0009193,11132.5,01/07/2016,False
CESC,7.41e-05,10677.81,01/07/2016,False
TGC,0.0002433,10594.55,01/07/2016,False
EXCL,0.0007976,10215.21,01/07/2016,False
XCO,0.0008244,10210.05,01/07/2016,False
BTC,606.27,9572348148.37,01/08/2016,False
ETH,10.94,903408809.43,01/08/2016,False
STEEM,2.08,212299273.45,01/08/2016,False
XRP,0.005906,209968210.85,01/08/2016,False
ETC,2.34,192669528.17,01/08/2016,False
LTC,3.86,181284625.72,01/08/2016,False
DASH,9.9,65624295.24,01/08/2016,False
XEM,0.006295,56653660.72,01/08/2016,False
MAID,0.07565,34234197.01,01/08/2016,False
NXT,0.02698,26956592.29,01/08/2016,False
LSK,0.2362,23620665.07,01/08/2016,False
DOGE,0.000223,23509729.82,01/08/2016,False
AMP,0.1217,22486185.68,01/08/2016,False
XMR,1.7,21289174.18,01/08/2016,False
DGD,10.11,20224647.52,01/08/2016,False
EMC,0.4841,18502914.84,01/08/2016,False
WAVES,0.158,15801788.87,01/08/2016,False
FCT,1.59,13941034.9,01/08/2016,False
BTS,0.004427,11372898.0,01/08/2016,False
XLM,0.001874,10595923.99,01/08/2016,False
SC,0.0006144,10378342.92,01/08/2016,False
BCN,5.473e-05,9906656.59,01/08/2016,False
PPC,0.3737,8730969.32,01/08/2016,False
GAME,0.119,6663652.52,01/08/2016,False
AGRS,0.1454,6108167.59,01/08/2016,False
SJCX,0.122,6043144.54,01/08/2016,False
XCP,2.18,5728606.27,01/08/2016,False
NMC,0.3471,5115469.82,01/08/2016,False
YBC,1.63,4906638.22,01/08/2016,False
NAUT,0.3758,4653837.8,01/08/2016,False
DCR,1.7,3874804.48,01/08/2016,False
XAUR,504.63,3777926.64,01/08/2016,False
TIPS,8.595e-06,3704953.03,01/08/2016,False
BCY,0.08771,3693439.3,01/08/2016,False
YOC,0.1755,3544155.41,01/08/2016,False
QWARK,0.0549,3415184.06,01/08/2016,False
ERC,0.03646,3386104.15,01/08/2016,False
SYS,0.007428,3184862.96,01/08/2016,False
SLR,0.08863,3046144.09,01/08/2016,False
VASH,0.007073,2831677.62,01/08/2016,False
JACK,6.06e-06,2526693.11,01/08/2016,False
DGB,0.0003391,2348655.61,01/08/2016,False
BLK,0.029,2191611.2,01/08/2016,False
GRC,0.005453,2065802.7,01/08/2016,False
UNITY,2.51,2047906.85,01/08/2016,False
EXP,0.5946,1975365.08,01/08/2016,False
IOC,0.1194,1943275.53,01/08/2016,False
RBY,0.08219,1916007.43,01/08/2016,False
BTCD,1.5,1911498.32,01/08/2016,False
FTC,0.01386,1806903.91,01/08/2016,False
VRC,0.0633,1755502.56,01/08/2016,False
SCOT,0.001727,1727011.64,01/08/2016,False
NXS,0.04211,1698901.58,01/08/2016,False
MONA,0.0451,1654224.83,01/08/2016,False
RVR,0.04865,1532469.14,01/08/2016,False
XSD,0.001107,1518665.66,01/08/2016,False
KLC,0.0003333,1498219.55,01/08/2016,False
XVC,0.1018,1493733.11,01/08/2016,False
NAV,0.02486,1481642.67,01/08/2016,False
SDC,0.2135,1400638.98,01/08/2016,False
MINT,6.067e-05,1400070.23,01/08/2016,False
OMNI,2.4,1328976.66,01/08/2016,False
LBC,0.3697,1294664.82,01/08/2016,False
EAC,0.0001355,1266093.91,01/08/2016,False
VTA,0.0001045,1232418.78,01/08/2016,False
HTC,0.0001118,1229038.65,01/08/2016,False
ION,0.1866,1227824.9,01/08/2016,False
RDD,4.234e-05,1192700.26,01/08/2016,False
BRK,0.06899,1189592.95,01/08/2016,False
XPM,0.07655,1186648.03,01/08/2016,False
NOTE,0.01057,1172404.02,01/08/2016,False
CLAM,0.5871,1080224.63,01/08/2016,False
QRK,0.004213,1053566.98,01/08/2016,False
AUR,0.1222,1024251.98,01/08/2016,False
GCR,0.01002,1014334.54,01/08/2016,False
NVC,0.6834,990989.9,01/08/2016,False
FAIR,0.01869,982355.73,01/08/2016,False
RBT,0.008291,948193.5,01/08/2016,False
RADS,0.3273,937292.66,01/08/2016,False
WDC,0.007748,821991.61,01/08/2016,False
VTC,0.0354,816994.98,01/08/2016,False
JINN,13.22,776168.95,01/08/2016,False
AC,0.001515,765119.56,01/08/2016,False
OBITS,0.1012,728357.07,01/08/2016,False
CURE,0.027,713642.98,01/08/2016,False
BOST,0.05883,697516.97,01/08/2016,False
NLG,0.002174,688479.44,01/08/2016,False
START,0.01515,682912.91,01/08/2016,False
GLC,0.0179,668584.07,01/08/2016,False
XDN,9.603e-05,659183.11,01/08/2016,False
REE,0.07038,644946.26,01/08/2016,False
MEC,0.01925,633037.82,01/08/2016,False
BRX,0.09949,623606.73,01/08/2016,False
RISE,0.006097,618693.35,01/08/2016,False
BLOCK,0.1567,612740.97,01/08/2016,False
MMNXT,0.06059,605908.41,01/08/2016,False
XPB,0.02763,595300.29,01/08/2016,False
USNBT,0.7263,549905.49,01/08/2016,False
QORA,5.454e-05,545400.33,01/08/2016,False
FUND,0.5383,538322.81,01/08/2016,False
SFT,0.0002349,504461.97,01/08/2016,False
BILS,0.0004967,496708.79,01/08/2016,False
HMP,0.0003654,495026.57,01/08/2016,False
XC,0.08621,491112.12,01/08/2016,False
DEX,0.4884,488403.17,01/08/2016,False
SKYNET,0.5399,482828.28,01/08/2016,False
ZCC,0.007727,476419.93,01/08/2016,False
BAY,0.0004721,474537.53,01/08/2016,False
EGC,0.03626,473577.98,01/08/2016,False
IXC,0.02246,471559.35,01/08/2016,False
NSR,0.0003757,469345.66,01/08/2016,False
TRUMP,0.07058,459713.17,01/08/2016,False
FIMK,0.0007797,457497.11,01/08/2016,False
I0C,0.02176,455753.54,01/08/2016,False
IFC,4.975e-06,450692.91,01/08/2016,False
XCR,0.004442,444175.26,01/08/2016,False
PTS,0.0004424,442357.08,01/08/2016,False
DGC,0.01279,439950.28,01/08/2016,False
WBB,0.2485,435864.15,01/08/2016,False
ZEIT,1.209e-05,421815.56,01/08/2016,False
SILK,0.009308,409449.66,01/08/2016,False
LQD,1.2,409133.24,01/08/2016,False
APC,0.01791,399179.23,01/08/2016,False
DIEM,1.814e-05,394410.76,01/08/2016,False
DMD,0.2305,393453.59,01/08/2016,False
UNC,0.04666,391416.81,01/08/2016,False
VOOT,0.005636,390431.94,01/08/2016,False
SWARM,0.00388,387791.04,01/08/2016,False
CREVA,0.01296,380482.18,01/08/2016,False
ZET,0.002307,379745.3,01/08/2016,False
ANC,0.1789,377616.38,01/08/2016,False
FLO,0.003028,376127.96,01/08/2016,False
AMBER,0.008443,367071.28,01/08/2016,False
BURST,0.0002383,363369.4,01/08/2016,False
SLS,0.3424,342858.47,01/08/2016,False
CNMT,0.1296,339192.87,01/08/2016,False
ICOO,0.692,339025.35,01/08/2016,False
RIC,0.01309,333942.3,01/08/2016,False
LIR,0.009816,329787.92,01/08/2016,False
2GIVE,0.0006516,326812.54,01/08/2016,False
NEU,0.0007878,320802.23,01/08/2016,False
VIA,0.01422,306695.42,01/08/2016,False
COVAL,0.0007666,306641.08,01/08/2016,False
BITS,0.07562,306285.44,01/08/2016,False
EL,0.02716,304473.67,01/08/2016,False
MOON,1.355e-06,291627.24,01/08/2016,False
SYNX,0.03545,260413.66,01/08/2016,False
CLOAK,0.05307,254246.86,01/08/2016,False
XHI,0.006938,247290.08,01/08/2016,False
ADCN,0.02338,242154.72,01/08/2016,False
XVG,1.933e-05,238395.11,01/08/2016,False
SRC,0.03929,237615.87,01/08/2016,False
XMY,0.0001707,231655.49,01/08/2016,False
BTSR,0.1015,229805.5,01/08/2016,False
BITCNY,0.1459,228456.08,01/08/2016,False
UNO,1.16,228015.16,01/08/2016,False
SMLY,8.95e-06,226663.88,01/08/2016,False
TAG,0.04666,224905.43,01/08/2016,False
GEMZ,0.002534,223330.77,01/08/2016,False
ENRG,0.001818,218372.62,01/08/2016,False
XCN,0.001036,212635.44,01/08/2016,False
BLU,0.0003702,211870.64,01/08/2016,False
CV2,1.001e-05,210964.71,01/08/2016,False
XST,0.008643,209136.58,01/08/2016,False
GAM,0.1326,208720.46,01/08/2016,False
AEON,0.01708,205903.51,01/08/2016,False
CSC,0.005305,204774.66,01/08/2016,False
CPC,0.3138,203688.69,01/08/2016,False
GRS,0.003132,202439.99,01/08/2016,False
BTM,0.1285,200079.8,01/08/2016,False
GEO,0.079,193957.96,01/08/2016,False
PND,5.93e-06,192819.65,01/08/2016,False
DBIC,0.03184,188651.37,01/08/2016,False
ADC,0.0002424,187991.22,01/08/2016,False
POT,0.0008706,186150.05,01/08/2016,False
MNM,0.01947,182769.06,01/08/2016,False
EFL,0.01239,182305.3,01/08/2016,False
CANN,0.002331,180002.12,01/08/2016,False
SHIFT,0.02282,179782.68,01/08/2016,False
ORB,0.06577,176785.73,01/08/2016,False
TRUST,0.005448,174796.91,01/08/2016,False
KR,0.05896,169361.6,01/08/2016,False
BBR,0.02164,167173.25,01/08/2016,False
ABY,0.0002363,162014.99,01/08/2016,False
FLY,0.7635,160941.68,01/08/2016,False
MAX,0.003855,159830.83,01/08/2016,False
GRE,7.272e-05,159630.31,01/08/2016,False
DONU,0.01808,153773.32,01/08/2016,False
EMC2,0.0007631,153564.17,01/08/2016,False
PIVX,0.003766,153397.82,01/08/2016,False
STS,0.0002714,153386.03,01/08/2016,False
OK,0.002291,151274.01,01/08/2016,False
NRS,0.0606,150127.64,01/08/2016,False
SPR,0.02952,148950.91,01/08/2016,False
UBQ,0.03981,143237.17,01/08/2016,False
CORE,0.1592,133342.27,01/08/2016,False
CBX,0.134,130886.53,01/08/2016,False
SIB,0.01159,129064.06,01/08/2016,False
HZ,0.0001285,128148.19,01/08/2016,False
MARYJ,0.002418,125455.15,01/08/2016,False
NOBL,5.454e-05,124057.48,01/08/2016,False
MMC,0.01226,123482.84,01/08/2016,False
LOG,0.01515,121726.94,01/08/2016,False
PIGGY,0.0002484,119466.67,01/08/2016,False
ADZ,0.02737,115796.07,01/08/2016,False
SYNC,94.82,111597.83,01/08/2016,False
BITUSD,1.01,109443.86,01/08/2016,False
LXC,0.01093,107013.91,01/08/2016,False
FLT,0.0003522,106681.56,01/08/2016,False
MED,0.002606,105352.04,01/08/2016,False
PAK,0.004143,105279.77,01/08/2016,False
MAZA,0.000103,104637.97,01/08/2016,False
UTC,0.003191,102912.51,01/08/2016,False
TIX,1.482e-06,99095.38,01/08/2016,False
HYP,0.0002523,97319.47,01/08/2016,False
FC2,0.0009696,97154.8,01/08/2016,False
MOJO,0.0009029,95042.12,01/08/2016,False
NET,0.0001533,94621.14,01/08/2016,False
DEBUNE,0.4059,94048.84,01/08/2016,False
HUC,0.006963,91912.23,01/08/2016,False
BITS,0.004764,89661.72,01/08/2016,False
LTBC,0.0001879,88626.45,01/08/2016,False
CRB,0.007056,87630.83,01/08/2016,False
FLDC,0.0002374,87616.78,01/08/2016,False
J,0.03569,87387.3,01/08/2016,False
XTC,0.0008683,86825.06,01/08/2016,False
C2,0.000867,86678.31,01/08/2016,False
XMG,0.01465,79759.49,01/08/2016,False
CJ,0.0002017,79079.17,01/08/2016,False
AU,0.2727,78105.06,01/08/2016,False
EXCL,0.006042,77372.58,01/08/2016,False
SPRTS,1.712e-05,75313.76,01/08/2016,False
PINK,0.0002061,75157.74,01/08/2016,False
BITB,4.906e-05,72442.59,01/08/2016,False
KOBO,0.002971,72159.59,01/08/2016,False
ZAIF,0.01963,71448.46,01/08/2016,False
CYT,0.9237,70757.37,01/08/2016,False
BELA,0.003036,69721.52,01/08/2016,False
